Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_allow_single_entry,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_atr_factor_from_entry,in_trailing_stop_atr_factor,in_enable_spread_filter,in_max_spread_points,in_enable_session_filter,in_session_start_hour,in_session_end_hour,in_enable_fifty_buffer,in_fifty_buffer,in_after_tp1_mode,in_trailing_stop_atr_factor_after_tp1,in_be_offset_points
3383,99.91,454.28,2.001233,4.019475,10.73948,19.222113,0,6.2778,227,true,5,104,0.5,2.8,2.1,true,26,true,2,16,false,0,2,3.1,1
3150,99.91,454.28,2.001233,4.019475,10.73948,19.222113,0,6.2778,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0,2,3.1,1
2728,99.91,454.16,2.000705,4.018677,10.736643,19.215691,0,6.2789,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0.28,2,3.2,0
3102,99.84,453.84,2.062909,4.059871,11.15086,20.503746,0,7.9198,220,true,5,103,0.5,2.4,2.7,true,32,true,0,15,true,0.02,0,2.4,0
2074,99.84,453.84,2.062909,4.059871,11.15086,20.503746,0,7.9198,220,true,5,103,0.5,2.4,2.7,true,34,true,0,15,true,0.02,0,2.4,0
4301,99.9,453.76,2.09106,4.107945,10.021201,20.004864,0,6.5755,217,true,5,103,0.5,2.8,2.6,true,26,true,2,16,true,0.06,0,2,1
4148,99.9,453.76,2.09106,4.107945,10.021201,20.004864,0,6.5755,217,true,5,103,0.5,2.8,2.6,true,26,true,2,16,true,0.06,0,2,0
4349,99.9,453.5,2.089862,4.106164,10.015459,19.991093,0,6.578,217,true,5,103,0.5,2.8,2.9,true,26,true,2,16,true,0.06,0,2,1
3190,99.76,453.11,1.790949,3.274534,8.14653,19.442614,0,7.6962,253,true,5,101,0.5,2.4,2.8,true,22,true,2,17,false,0.18,1,2.1,1
4230,99.91,452.96,1.995419,4.010701,10.708274,19.00995,0,6.2901,227,true,5,104,0.5,2.8,2.6,true,32,true,2,16,false,0.08,2,3.8,2
4189,99.91,452.96,1.995419,4.010701,10.708274,19.00995,0,6.2901,227,true,5,104,0.5,2.8,2.1,true,26,true,2,16,false,0.08,2,3.8,2
3762,99.91,452.96,1.995419,4.010701,10.708274,19.00995,0,6.2901,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0.08,2,3.8,2
3394,99.91,452.96,1.995419,4.010701,10.708274,19.00995,0,6.2901,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0.08,2,3.8,0
4937,99.84,452.95,2.068265,4.051812,11.128993,20.353425,0,7.9198,219,true,5,104,0.5,2.3,2.3,true,20,true,0,15,false,0,0,2,3
3296,99.91,452.84,1.99489,4.009904,10.705437,19.004461,0,6.2913,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0.04,2,3.9,0
2965,99.9,452.44,2.104372,4.126745,9.992049,20.299529,0,6.4983,215,true,5,102,0.5,2.8,2.6,true,26,true,2,16,true,0.06,0,2,1
2972,99.84,451.98,2.063836,4.017424,11.10516,20.240816,0,7.9198,219,true,5,104,0.5,2.4,2.7,true,34,true,0,15,false,0,0,3.6,1
4123,99.91,451.85,1.867149,3.641934,11.058492,19.943208,0,5.9978,242,true,5,101,0.5,2.5,3,false,32,true,0,16,false,0,2,3.1,1
3854,99.91,451.73,2.081705,3.920983,10.332342,21.400388,0,6.3334,217,true,5,101,0.5,2.3,2.5,true,20,true,0,16,true,0.08,2,3.2,2
3866,99.91,451.73,2.081705,3.920983,10.332342,21.400388,0,6.3334,217,true,5,101,0.5,2.3,3,true,22,true,0,16,true,0.08,2,3.2,3
3927,99.91,451.73,2.081705,3.920983,10.332342,21.400388,0,6.3334,217,true,5,101,0.5,2.3,2.5,true,34,true,0,16,true,0.08,2,3.2,3
3659,99.91,451.73,2.081705,3.920983,10.332342,21.400388,0,6.3334,217,true,5,101,0.5,2.3,3.8,false,24,true,0,16,true,0.08,2,3.2,2
3591,99.91,451.73,2.081705,3.920983,10.332342,21.400388,0,6.3334,217,true,5,101,0.5,2.3,3.1,true,32,true,0,16,true,0.08,2,3.2,2
3218,99.91,451.73,2.081705,3.920983,10.332342,21.400388,0,6.3334,217,true,5,101,0.5,2.3,2.5,true,26,true,0,16,true,0.08,2,3.2,3
2983,99.91,451.73,2.081705,3.920983,10.332342,21.400388,0,6.3334,217,true,5,101,0.5,2.3,3.1,true,32,true,0,16,true,0.08,2,3.2,3
2964,99.91,451.73,2.081705,3.920983,10.332342,21.400388,0,6.3334,217,true,5,101,0.5,2.3,2.5,true,26,true,0,16,true,0.08,2,3.2,2
2888,99.91,451.73,2.081705,3.920983,10.332342,21.400388,0,6.3334,217,true,5,101,0.5,2.3,2.5,true,34,true,0,16,true,0.08,2,3.2,2
4852,99.84,451.39,2.061142,4.041302,11.090663,20.273211,0,7.9198,219,true,5,104,0.5,2.3,2.3,true,20,true,0,15,false,0,2,3.1,1
2840,99.84,451.18,2.060183,4.012084,11.085504,20.198646,0,7.9198,219,true,5,104,0.5,2.4,2.4,true,34,true,0,15,false,0,2,3.1,1
2396,99.84,451.18,2.060183,4.012084,11.085504,20.198646,0,7.9198,219,true,5,104,0.5,2.4,2.7,true,34,true,0,15,false,0,2,3.1,1
3814,99.64,450.63,1.901392,3.309028,8.944621,17.389464,0,6.9184,237,true,5,107,0.5,2.3,2.4,false,28,true,1,17,true,0.06,0,2.6,0
4239,99.91,450.51,2.076083,3.890293,10.290315,21.248998,0,6.3489,217,true,5,101,0.5,2.4,2.5,true,34,true,0,16,true,0.08,2,3.2,2
3875,99.91,450.51,2.076083,3.890293,10.290315,21.248998,0,6.3489,217,true,5,101,0.5,2.4,2.7,true,26,true,0,16,true,0.08,2,3.2,3
3668,99.91,450.51,2.076083,3.890293,10.290315,21.248998,0,6.3489,217,true,5,101,0.5,2.4,2.8,true,32,true,0,16,true,0.08,2,3.2,3
3484,99.91,450.51,2.076083,3.890293,10.290315,21.248998,0,6.3489,217,true,5,101,0.5,2.4,2.7,true,26,true,0,16,true,0.08,2,3.2,2
3592,99.91,450.51,2.076083,3.890293,10.290315,21.248998,0,6.3489,217,true,5,101,0.5,2.4,2.8,true,32,true,0,16,true,0.08,2,3.2,2
3540,99.91,450.51,2.076083,3.890293,10.290315,21.248998,0,6.3489,217,true,5,101,0.5,2.4,2.7,false,24,true,0,16,true,0.08,2,3.2,3
2467,99.91,450.51,2.076083,3.890293,10.290315,21.248998,0,6.3489,217,true,5,101,0.5,2.4,2.8,true,22,true,0,16,true,0.08,2,3.2,3
2857,99.76,449.65,1.777273,3.257166,8.084322,19.353334,0,7.6962,253,true,5,101,0.5,2.4,2.8,true,20,true,2,17,false,0.3,2,2.9,1
1179,82.43,449.64,1.362545,2.241242,1.952919,11.693194,0,19.5138,330,true,5,101,0.5,2.3,2.5,true,34,true,0,22,false,0.24,0,2.4,1
2398,84.09,449.13,1.952739,2.624634,3.355723,11.221178,0,16.9219,230,true,5,92,0.3,2.9,2,true,34,true,6,15,true,0.08,2,2.4,1
2444,99.18,449.1,1.761176,3.158927,4.08793,16.505748,0,10.389,255,true,5,94,0.4,2.5,2.8,true,22,true,2,15,true,0.08,2,2.4,1
2947,99.88,449,2.158654,3.976467,9.393305,19.044356,0,7.1512,208,true,5,104,0.5,2.8,2.6,true,32,true,3,17,false,0,1,3.3,2
4277,99.91,448.96,1.977797,3.983321,10.613712,18.731886,0,6.3278,227,true,5,104,0.5,2.8,2.6,true,28,true,2,16,false,0.3,1,3.5,1
4147,99.91,448.96,1.977797,3.983321,10.613712,18.731886,0,6.3278,227,true,5,104,0.5,2.8,2.6,true,32,true,2,16,false,0,1,3.6,1
3885,99.91,448.96,1.977797,3.983321,10.613712,18.731886,0,6.3278,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0,1,3.6,1
3855,99.91,448.96,1.977797,3.983321,10.613712,18.731886,0,6.3278,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0.3,1,3.5,1
3545,99.91,448.96,1.977797,3.983321,10.613712,18.731886,0,6.3278,227,true,5,104,0.5,2.8,2.1,true,26,true,2,16,false,0,1,3.6,1
2908,99.91,448.96,1.977797,3.983321,10.613712,18.731886,0,6.3278,227,true,5,104,0.5,2.8,2.1,true,26,true,2,16,false,0.3,1,3.5,1
3305,99.75,448.93,1.774427,3.253099,8.115148,19.209354,0,7.7109,253,true,5,101,0.5,2.3,2.5,true,26,true,2,17,false,0.18,1,3.7,1
2770,99.75,448.93,1.774427,3.253099,8.115148,19.209354,0,7.7109,253,true,5,101,0.5,2.3,2.5,true,26,true,2,17,false,0.1,1,3.5,1
4115,99.91,448.92,1.977621,3.982263,10.612766,18.729189,0,6.3282,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0,1,3.6,2
4029,99.91,448.92,1.977621,3.982263,10.612766,18.729189,0,6.3282,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0.3,1,3.5,2
3925,99.91,448.92,1.977621,3.982263,10.612766,18.729189,0,6.3282,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0.28,1,2.7,2
3909,99.91,448.92,1.977621,3.982263,10.612766,18.729189,0,6.3282,227,true,5,104,0.5,2.8,2.6,true,26,true,2,16,false,0.28,1,2.8,2
3509,99.91,448.92,1.977621,3.982263,10.612766,18.729189,0,6.3282,227,true,5,104,0.5,2.8,2.6,true,32,true,2,16,false,0,1,3.6,2
4070,99.91,448.89,1.995067,3.971207,10.612057,19.009193,0,6.3225,225,true,5,104,0.5,2.8,2.6,true,32,true,2,16,true,0.02,0,2.4,0
4054,99.91,448.89,1.995067,3.971207,10.612057,19.009193,0,6.3225,225,true,5,104,0.5,2.8,2.6,true,22,true,2,16,true,0.02,0,2.4,0
3665,99.91,448.89,1.995067,3.971207,10.612057,19.009193,0,6.3225,225,true,5,104,0.5,2.8,2.6,true,28,true,2,16,true,0.02,0,2.4,0
3445,99.91,448.89,1.995067,3.971207,10.612057,19.009193,0,6.3225,225,true,5,104,0.5,2.8,2.6,true,26,true,2,16,true,0.02,0,2.4,3
3153,99.91,448.89,1.995067,3.971207,10.612057,19.009193,0,6.3225,225,true,5,104,0.5,2.8,2.6,true,26,true,2,16,true,0.02,0,2.4,0
4380,99.91,448.43,1.853017,3.621938,10.974792,19.852319,0,5.9978,242,true,5,101,0.5,2.5,2.8,true,32,true,0,16,false,0,0,2,0
4246,99.91,448.43,1.853017,3.621938,10.974792,19.852319,0,5.9978,242,true,5,101,0.5,2.5,2.8,true,32,true,0,16,false,0.32,0,2.6,1
4022,99.91,448.43,1.853017,3.621938,10.974792,19.852319,0,5.9978,242,true,5,101,0.5,2.5,2.8,true,32,true,0,16,false,0,0,3.5,0
3106,99.71,448.38,2.010673,3.351232,6.562939,16.786179,0,8.6814,223,true,5,98,0.5,2.3,3,true,40,true,3,18,false,0,1,3.3,2
3079,99.84,448.38,2.10507,4.022854,11.016708,19.836991,0,7.9198,213,true,5,104,0.5,2.8,2.6,true,26,true,1,15,true,0.02,0,2.4,0
3972,99.9,447.73,2.173447,4.359067,9.88803,21.883891,0,6.631,206,true,5,101,0.5,2.8,2.6,true,26,true,2,16,true,0.08,2,3.2,2
3865,99.89,447.72,2.072778,4.014949,9.887809,19.219206,0,6.6659,216,true,5,104,0.5,2.8,2.1,true,26,true,2,16,true,0.06,0,2,2
4140,99.82,447.54,2.306907,4.069968,10.776306,18.870999,0,8.1174,194,true,5,106,0.5,2.8,4,false,34,true,3,17,true,0.06,0,2.6,0
3660,99.91,447.45,2.061982,3.870661,10.22042,21.171105,0,6.3489,217,true,5,101,0.5,2.4,2.5,true,34,true,0,16,true,0.08,2,2.4,2
3510,99.84,447.02,2.191275,3.975175,10.983292,19.725688,0,7.9198,204,true,5,104,0.5,2.8,2.6,true,26,true,1,16,true,0.08,2,3.2,3
4911,80.36,447.01,1.273533,2.073949,2.004889,8.968967,0,19.0569,351,true,5,104,0.5,2.3,2.3,true,20,false,3,15,false,0.32,0,2.1,2
4333,99.89,446.8,2.068519,4.008754,9.867491,19.174057,0,6.6749,216,true,5,104,0.5,2.8,2.6,true,32,true,2,16,true,0.06,0,2,0
4149,99.89,446.8,2.068519,4.008754,9.867491,19.174057,0,6.6749,216,true,5,104,0.5,2.8,2.6,true,28,true,2,16,true,0.06,0,3.6,1
3985,99.89,446.8,2.068519,4.008754,9.867491,19.174057,0,6.6749,216,true,5,104,0.5,2.8,2.6,true,26,true,2,16,true,0.06,0,3.6,1
3666,99.89,446.8,2.068519,4.008754,9.867491,19.174057,0,6.6749,216,true,5,104,0.5,2.8,2.6,true,32,true,2,16,true,0.06,0,2,1
3504,99.89,446.8,2.068519,4.008754,9.867491,19.174057,0,6.6749,216,true,5,104,0.5,2.8,2.6,true,26,true,2,16,true,0.06,0,2,1
2976,99.89,446.8,2.068519,4.008754,9.867491,19.174057,0,6.6749,216,true,5,104,0.5,2.8,2.6,true,26,true,2,16,true,0.06,0,2,0
4406,97.9,446.53,1.386739,2.477891,4.289433,13.291244,0,9.9805,322,true,5,104,0.4,2.4,2.7,true,22,true,1,15,false,0,2,3.1,1
3147,99.84,446.42,2.14625,3.9945,10.96855,19.793559,0,7.9198,208,true,5,104,0.5,2.3,2,false,28,true,0,16,true,0.06,0,2,1
2683,99.84,445.54,1.954123,3.751266,10.946929,19.928717,0,7.9198,228,true,5,103,0.5,2.4,2.7,false,24,true,0,16,false,0,2,3.1,1
2674,99.84,445.46,2.052811,3.958098,10.944963,19.946197,0,7.9198,217,true,5,104,0.5,2.4,2.7,true,34,true,0,15,true,0.02,0,2.4,0
2150,99.3,445.24,2.731534,3.838817,6.324432,14.533113,0,9.9181,163,true,5,107,0.5,2.3,2,true,34,true,6,18,true,0.06,0,2.6,0
2163,99.84,444.88,1.951228,3.74719,10.930713,19.77319,0,7.9198,228,true,5,103,0.5,2.4,2.8,true,40,true,0,16,false,0.08,2,3.8,2
4862,80.15,444.77,1.267151,2.068568,1.994842,8.919416,0,19.0935,351,true,5,104,0.5,2.3,3.5,true,32,false,3,15,false,0.32,0,2.6,1
4839,80.15,444.77,1.267151,2.068568,1.994842,8.919416,0,19.0935,351,true,5,104,0.5,2.3,3.5,true,32,false,3,15,false,0.32,0,2.1,1
2630,99.51,444.58,1.771235,3.178246,8.566089,15.500814,0,7.2999,251,true,5,107,0.5,2.3,4,false,24,true,0,17,false,0.18,1,2.1,1
3662,99.84,444.43,1.957841,3.749335,10.919656,20.308477,0,7.9198,227,true,5,102,0.5,2.4,3.3,true,40,true,0,16,false,0,2,3.1,1
4213,99.84,444.39,1.957665,3.768268,10.918673,20.3725,0,7.9198,227,true,5,102,0.5,2.3,2.3,true,40,true,0,16,false,0.08,2,3.8,2
4096,99.84,444.39,1.957665,3.768268,10.918673,20.3725,0,7.9198,227,true,5,102,0.5,2.3,2.3,true,40,true,0,16,false,0,1,3.6,1
3764,99.84,444.39,1.957665,3.768268,10.918673,20.3725,0,7.9198,227,true,5,102,0.5,2.3,3.3,true,40,true,0,16,false,0.08,2,3.8,2
3582,99.84,444.39,1.957665,3.768268,10.918673,20.3725,0,7.9198,227,true,5,102,0.5,2.3,2.3,true,40,true,0,16,false,0.28,1,2.8,2
2615,99.64,443.79,1.872532,3.27398,8.808853,16.908902,0,6.984,237,true,5,107,0.5,2.3,4,false,24,true,1,17,true,0.06,0,2.6,0
2228,99.64,443.79,1.872532,3.27398,8.808853,16.908902,0,6.984,237,true,5,107,0.5,2.3,4,false,26,true,1,17,true,0.06,0,2.6,0
2277,96.62,443.2,1.415974,2.490149,4.213328,11.445629,0,10.1278,313,true,5,109,0.4,2.9,2.9,true,40,true,0,15,false,0,0,3.6,1
2166,95.03,442.89,3.186259,3.677205,3.3091,14.179591,0,16.8435,139,true,5,92,0.3,2.9,3.6,false,34,true,9,15,true,0.14,0,2.2,2
3008,99.84,442.88,1.942456,3.734502,10.881572,19.596615,0,7.9198,228,true,5,103,0.5,2.4,3.3,false,32,true,0,16,false,0.3,1,3.5,1
2767,99.84,442.88,1.942456,3.734502,10.881572,19.596615,0,7.9198,228,true,5,103,0.5,2.4,2.7,false,24,true,0,16,false,0.28,1,2.7,1
3204,99.89,442.56,2.068037,4.121236,9.533822,21.944772,0,6.7142,214,true,5,101,0.5,2.5,2.8,true,22,true,2,16,true,0.06,0,2,1
2753,99.61,442.44,1.923652,3.362704,9.081281,17.415624,0,6.7905,230,true,5,107,0.5,2.3,2.4,true,26,true,2,17,true,0.06,0,2.6,0
4051,99.89,442.41,2.147621,4.161426,9.770539,19.874882,0,6.6899,206,true,5,102,0.5,2.8,2.6,true,26,true,2,16,true,0.08,2,3.2,1
4202,99.84,442.33,2.010591,3.762836,10.868059,19.37296,0,7.9198,220,true,5,104,0.5,2.8,2.6,true,26,true,1,16,false,0,0,2,1
3867,99.84,442.33,2.010591,3.762836,10.868059,19.37296,0,7.9198,220,true,5,104,0.5,2.8,2.6,true,32,true,1,16,false,0.32,0,2.6,1
2979,99.84,442.33,2.010591,3.762836,10.868059,19.37296,0,7.9198,220,true,5,104,0.5,2.8,2.6,true,32,true,1,16,false,0,0,3.6,1
2295,99.84,442.33,2.010591,3.762836,10.868059,19.37296,0,7.9198,220,true,5,104,0.5,2.8,2.6,true,32,true,1,16,false,0,0,2,0
2512,99.84,442.17,2.009864,3.761836,10.864128,19.364807,0,7.9198,220,true,5,104,0.5,2.8,2.6,true,32,true,1,16,false,0,2,2.7,2
3881,99.9,441.9,1.95531,3.644366,10.09365,20.56507,0,6.3469,226,true,5,101,0.5,2.4,2.7,true,26,true,0,16,true,0.06,0,2,1
3679,99.9,441.9,1.95531,3.644366,10.09365,20.56507,0,6.3469,226,true,5,101,0.5,2.4,2.7,false,24,true,0,16,true,0.06,0,2,2
3770,99.9,441.9,1.95531,3.644366,10.09365,20.56507,0,6.3469,226,true,5,101,0.5,2.4,2.7,false,24,true,0,16,true,0.06,0,2,1
2652,99.62,441.78,3.909558,5.24462,6.275284,14.956554,0,10.1256,113,true,5,107,0.5,2.9,2.9,true,40,true,7,18,true,0.06,0,2.6,0
3997,99.9,441.78,1.954779,3.643648,10.090909,20.560897,0,6.3469,226,true,5,101,0.5,2.4,2.8,true,22,true,0,16,true,0.06,0,3.6,1
3930,99.9,441.78,1.954779,3.643648,10.090909,20.560897,0,6.3469,226,true,5,101,0.5,2.4,2.8,true,32,true,0,16,true,0.06,0,2,1
3374,99.9,441.78,1.954779,3.643648,10.090909,20.560897,0,6.3469,226,true,5,101,0.5,2.4,2.8,true,26,true,0,16,true,0.06,0,2,2
2803,99.9,441.78,1.954779,3.643648,10.090909,20.560897,0,6.3469,226,true,5,101,0.5,2.4,2.8,true,22,true,0,16,true,0.06,0,2,1
3064,99.84,441.25,2.005682,3.75609,10.841523,19.316882,0,7.9198,220,true,5,104,0.5,2.8,2.6,true,32,true,1,16,false,0.28,2,3.2,0
3984,99.84,441.11,1.943216,3.747835,10.838084,20.283198,0,7.9198,227,true,5,102,0.5,2.3,2.3,true,40,true,0,16,false,0.32,0,2.1,1
3743,99.84,441.11,1.943216,3.747835,10.838084,20.283198,0,7.9198,227,true,5,102,0.5,2.3,2.3,true,40,true,0,16,false,0,0,2,0
4339,99.84,440.83,1.941982,3.727065,10.831204,20.204675,0,7.9198,227,true,5,102,0.5,2.4,2.7,false,24,true,0,16,false,0,0,2,0
3578,99.9,440.78,1.950354,3.633252,10.081885,20.460456,0,6.3835,226,true,5,101,0.5,2.3,3,false,32,true,0,16,true,0.06,0,2,1
3611,99.9,440.78,1.950354,3.633252,10.081885,20.460456,0,6.3835,226,true,5,101,0.5,2.3,3.3,false,32,true,0,16,true,0.06,0,2,0
3421,99.9,440.78,1.950354,3.633252,10.081885,20.460456,0,6.3835,226,true,5,101,0.5,2.3,3.3,false,32,true,0,16,true,0.06,0,2,1
3402,99.9,440.78,1.950354,3.633252,10.081885,20.460456,0,6.3835,226,true,5,101,0.5,2.3,3.1,true,32,true,0,16,true,0.06,0,2,1
2856,99.9,440.78,1.950354,3.633252,10.081885,20.460456,0,6.3835,226,true,5,101,0.5,2.3,3,true,34,true,0,16,true,0.06,0,2,1
3319,99.83,440.71,1.967455,3.740393,10.828256,19.585608,0,7.9198,224,true,5,104,0.5,2.3,2,false,28,true,0,16,false,0.08,2,2.2,0
3258,99.84,440.5,1.993213,3.749001,10.823096,19.792161,0,7.9198,221,true,5,102,0.5,2.8,2.6,true,32,true,1,16,false,0,0,2.3,0
3839,99.83,440.47,1.957644,3.889086,10.822359,18.500879,0,7.9198,225,true,5,105,0.5,2.8,2.6,true,26,true,2,16,true,0.02,0,2.4,3
2337,99.1,440.46,1.727294,3.101431,4.009285,16.413171,0,10.4746,255,true,5,94,0.4,2.2,3.8,false,32,true,2,15,true,0.08,2,2.4,1
3533,99.84,440.21,2.168522,3.97118,10.815971,20.070392,0,7.9198,203,true,5,104,0.5,2.3,2.7,true,24,true,1,15,true,0.08,2,2.4,0
3159,99.83,440.11,1.964777,3.736662,10.813514,19.55625,0,7.9198,224,true,5,104,0.5,2.3,2.5,true,34,true,0,16,false,0.32,0,2.1,1
3048,99.84,440.05,2.000227,3.748595,10.812039,19.109855,0,7.9198,220,true,5,104,0.5,2.8,2.6,true,32,true,1,16,false,0.08,2,3.8,2
3264,99.91,439.88,2.232893,3.950828,10.075126,20.902802,0,6.3514,197,true,5,101,0.5,2.9,2.1,true,28,true,3,17,true,0.06,0,2.6,3
4282,99.84,439.58,1.962411,3.710278,10.800491,19.468099,0,7.9198,224,true,5,104,0.5,2.4,2.7,false,24,true,0,16,false,0,0,2,0
3928,99.61,439.43,1.910565,3.320484,9.008405,17.249265,0,6.8166,230,true,5,107,0.5,2.4,2.6,true,26,true,2,17,true,0.06,0,2.6,0
3291,99.83,439.43,1.830958,3.633052,10.796806,20.456864,0,7.9198,240,true,5,100,0.5,2.4,2.8,true,22,true,0,15,false,0.28,1,2.7,1
3016,99.84,439.42,1.944336,3.700135,10.79656,19.656202,0,7.9198,226,true,5,103,0.5,2.4,2.7,true,34,true,0,16,true,0.02,0,2.4,0
2487,99.84,439.42,1.944336,3.700135,10.79656,19.656202,0,7.9198,226,true,5,103,0.5,2.4,2.7,false,24,true,0,16,true,0.02,0,2.4,0
4220,99.84,439.34,1.961339,3.708798,10.794595,19.45641,0,7.9198,224,true,5,104,0.5,2.4,2.8,true,32,true,0,16,false,0.32,0,2.6,1
3830,99.84,439.34,1.961339,3.708798,10.794595,19.45641,0,7.9198,224,true,5,104,0.5,2.4,2.8,true,28,true,0,16,false,0,0,2,3
3742,99.83,439.23,1.960848,3.73119,10.791892,19.512567,0,7.9198,224,true,5,104,0.5,2.3,3,true,34,true,0,16,false,0,0,2,3
4443,99.83,438.99,1.959777,3.729698,10.785995,19.498056,0,7.9198,224,true,5,104,0.5,2.3,3,true,32,true,0,16,false,0,2,3.1,1
3593,99.83,438.99,1.959777,3.729698,10.785995,19.498056,0,7.9198,224,true,5,104,0.5,2.3,3.9,false,24,true,0,16,false,0,2,3.1,1
3568,99.83,438.99,1.959777,3.729698,10.785995,19.498056,0,7.9198,224,true,5,104,0.5,2.3,2.3,false,32,true,0,16,false,0,2,3.1,1
3429,99.83,438.99,1.959777,3.729698,10.785995,19.498056,0,7.9198,224,true,5,104,0.5,2.3,2.5,true,34,true,0,16,false,0,2,3.1,1
3243,99.83,438.99,1.959777,3.729698,10.785995,19.498056,0,7.9198,224,true,5,104,0.5,2.3,2.3,true,34,true,0,16,false,0,2,3.1,1
3041,99.83,438.99,1.959777,3.729698,10.785995,19.498056,0,7.9198,224,true,5,104,0.5,2.3,3,false,32,true,0,16,false,0,2,3.1,1
3006,99.49,438.9,1.908261,3.372689,9.030864,17.422697,0,6.8307,230,true,5,107,0.5,2.1,2.5,true,26,true,2,17,true,0.06,0,2.6,0
2837,99.84,438.86,1.941858,3.696694,10.782801,19.615334,0,7.9198,226,true,5,103,0.5,2.4,3.3,false,32,true,0,16,true,0.02,0,2.4,0
1464,98.68,438.82,1.668517,2.646542,3.309851,13.760585,0,12.3745,263,true,5,101,0.5,2.3,2.3,true,28,true,3,20,false,0.36,2,2.1,0
956,36.2,438.75,0.914063,1.509783,1.107339,2.785802,0,32.5494,480,true,6,102,0.4,2.7,2.9,false,28,false,7,16,false,0.3,1,2.7,3
2944,98.68,438.74,1.668213,2.646242,3.309247,13.758557,0,12.3754,263,true,5,101,0.5,2.3,2.2,true,28,true,3,20,true,0,0,3,0
4126,99.84,438.73,2.161232,3.961191,10.779607,19.991504,0,7.9198,203,true,5,104,0.5,2.3,2.3,false,20,true,1,15,true,0.08,2,3.2,2
3898,99.83,438.67,1.958348,3.727708,10.778133,19.47067,0,7.9198,224,true,5,104,0.5,2.3,3.3,false,32,true,0,16,false,0,0,2,3
3452,99.83,438.67,1.958348,3.727708,10.778133,19.47067,0,7.9198,224,true,5,104,0.5,2.3,3.3,false,32,true,0,16,false,0.32,0,2.1,1
85,67.68,438.66,3.298195,2.983361,1.994997,6.353058,0,24.8104,133,true,10,93,0.5,2.5,3.8,true,30,true,7,23,false,0.5,0,3.4,2
1931,98.68,438.62,1.667757,2.645792,3.308342,13.755513,0,12.3768,263,true,5,101,0.5,2.3,2.3,true,28,true,3,20,true,0,0,3,0
2509,82.71,438.58,1.630409,2.301347,3.276898,9.972915,0,17.2938,269,true,5,92,0.3,2.9,2,true,34,true,6,15,false,0.28,1,2.7,1
2541,82.71,438.58,1.630409,2.301347,3.276898,9.972915,0,17.2938,269,true,5,92,0.3,2.9,2,true,34,true,6,15,false,0.3,1,3.5,1
2310,82.71,438.58,1.630409,2.301347,3.276898,9.972915,0,17.2938,269,true,5,92,0.3,2.9,2,true,34,true,6,15,false,0,0,2,0
2307,94.98,438.55,1.341131,2.466477,3.48332,13.564011,0,11.8914,327,true,5,104,0.4,2,2,false,34,true,0,15,false,0,0,2,0
2082,94.98,438.55,1.341131,2.466477,3.48332,13.564011,0,11.8914,327,true,5,104,0.4,2,2,false,34,true,0,15,false,0,0,2,1
1049,94.98,438.55,1.341131,2.466477,3.48332,13.564011,0,11.8914,327,true,5,104,0.4,2,2,false,34,true,0,15,false,0.32,0,2.1,1
2654,99.61,438.53,1.906652,3.315731,8.989955,17.212656,0,6.8251,230,true,5,107,0.5,2.4,2.8,true,22,true,2,17,true,0.06,0,2.6,0
3597,99.83,438.41,1.842059,3.585117,10.771744,20.222948,0,7.9198,238,true,5,101,0.5,2.4,2.8,true,32,true,0,15,false,0.28,1,2.8,2
3673,99.9,438.35,1.931057,3.946099,10.09093,21.504957,0,6.4059,227,true,5,101,0.5,2.5,2.8,true,22,true,2,16,false,0.28,2,3.2,1
3649,99.9,438.35,1.931057,3.946099,10.09093,21.504957,0,6.4059,227,true,5,101,0.5,2.5,2.8,true,22,true,2,16,false,0,2,3.1,1
2234,89.47,438.11,2.547151,3.071736,3.05516,10.725124,0,18.7758,172,true,5,101,0.4,2.8,3.3,false,32,true,7,16,false,0.28,2,3.2,0
3911,99.9,437.68,1.936637,3.614732,10.010979,20.377375,0,6.3835,226,true,5,101,0.5,2.3,2.5,true,26,true,0,16,true,0.06,0,3.6,1
3906,99.9,437.68,1.936637,3.614732,10.010979,20.377375,0,6.3835,226,true,5,101,0.5,2.3,2.5,true,26,true,0,16,true,0.06,0,2,0
3381,99.9,437.68,1.936637,3.614732,10.010979,20.377375,0,6.3835,226,true,5,101,0.5,2.3,2.5,true,26,true,0,16,true,0.06,0,2,1
2710,99.9,437.68,1.936637,3.614732,10.010979,20.377375,0,6.3835,226,true,5,101,0.5,2.3,2.5,true,32,true,0,16,true,0.06,0,2,1
